Day,Time (PST),Temp,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions
7/31/2017,2:53 PM,   80.1 °F ,   64.0 °F ,58%,   29.90 in ,   10.0 mi ,NW,   9.2 mph ,Clear
7/31/2017,3:53 PM,   80.1 °F ,   64.0 °F ,58%,   29.88 in ,   10.0 mi ,West,   8.1 mph ,Clear
7/31/2017,4:53 PM,   79.0 °F ,   64.0 °F ,60%,   29.87 in ,   10.0 mi ,West,   9.2 mph ,Clear
7/31/2017,5:53 PM,   75.9 °F ,   64.0 °F ,67%,   29.86 in ,   10.0 mi ,West,   8.1 mph ,Clear
7/31/2017,6:53 PM,   73.0 °F ,   63.0 °F ,71%,   29.87 in ,   10.0 mi ,WNW,   8.1 mph ,Partly Cloudy
7/31/2017,7:53 PM,   70.0 °F ,   63.0 °F ,78%,   29.88 in ,   10.0 mi ,WNW,   9.2 mph ,Mostly Cloudy
7/31/2017,8:53 PM,   71.1 °F ,   64.0 °F ,78%,   29.90 in ,   10.0 mi ,NW,   8.1 mph ,Mostly Cloudy
7/31/2017,9:32 PM,   71.1 °F ,   64.0 °F ,78%,   29.92 in ,   10.0 mi ,NW,   4.6 mph ,Overcast
7/31/2017,9:53 PM,   71.1 °F ,   64.0 °F ,78%,   29.91 in ,   10.0 mi ,WNW,   4.6 mph ,Mostly Cloudy
7/31/2017,10:53 PM,   71.1 °F ,   64.0 °F ,78%,   29.91 in ,   10.0 mi ,Calm,Calm,Overcast
7/31/2017,11:53 PM,   71.1 °F ,   64.0 °F ,78%,   29.91 in ,   10.0 mi ,Calm,Calm,Overcast
8/1/2017,12:53 AM,   70.0 °F ,   64.9 °F ,84%,   29.89 in ,   9.0 mi ,WSW,   4.6 mph ,Overcast
8/1/2017,1:53 AM,   70.0 °F ,   64.0 °F ,81%,   29.88 in ,   9.0 mi ,SW,   4.6 mph ,Overcast
8/1/2017,2:00 AM,   70.0 °F ,   64.0 °F ,81%,   29.90 in ,   9.0 mi ,SW,   4.6 mph ,Overcast
8/1/2017,2:53 AM,   70.0 °F ,   64.0 °F ,81%,   29.88 in ,   9.0 mi ,SW,   4.6 mph ,Mostly Cloudy
8/1/2017,3:53 AM,   70.0 °F ,   64.0 °F ,81%,   29.88 in ,   9.0 mi ,Calm,Calm,Overcast
8/1/2017,4:53 AM,   71.1 °F ,   64.0 °F ,78%,   29.87 in ,   9.0 mi ,NE,   3.5 mph ,Mostly Cloudy
8/1/2017,5:53 AM,   70.0 °F ,   64.0 °F ,81%,   29.87 in ,   10.0 mi ,Calm,Calm,Clear
8/1/2017,6:46 AM,   70.0 °F ,   64.0 °F ,81%,   29.89 in ,   9.0 mi ,West,   4.6 mph ,Mostly Cloudy
8/1/2017,6:53 AM,   70.0 °F ,   64.0 °F ,81%,   29.88 in ,   8.0 mi ,WSW,   4.6 mph ,Mostly Cloudy
8/1/2017,7:53 AM,   71.1 °F ,   64.9 °F ,81%,   29.89 in ,   7.0 mi ,WSW,   4.6 mph ,Overcast
8/1/2017,8:53 AM,   72.0 °F ,   64.9 °F ,78%,   29.89 in ,   8.0 mi ,WNW,   4.6 mph ,Overcast
8/1/2017,9:40 AM,   75.0 °F ,   64.9 °F ,71%,   29.90 in ,   9.0 mi ,Calm,Calm,Partly Cloudy
8/1/2017,9:53 AM,   75.9 °F ,   64.9 °F ,69%,   29.89 in ,   10.0 mi ,Calm,Calm,Clear
8/1/2017,10:53 AM,   80.1 °F ,   64.9 °F ,60%,   29.87 in ,   10.0 mi ,Calm,Calm,Clear
8/1/2017,11:53 AM,   82.0 °F ,   64.9 °F ,56%,   29.85 in ,   10.0 mi ,WSW,   12.7 mph ,Clear
8/1/2017,12:53 PM,   82.9 °F ,   64.9 °F ,54%,   29.85 in ,   10.0 mi ,WSW,   8.1 mph ,Clear
8/1/2017,1:53 PM,   82.0 °F ,   64.9 °F ,56%,   29.84 in ,   10.0 mi ,WSW,   10.4 mph ,Clear
8/1/2017,2:53 PM,   82.9 °F ,   64.9 °F ,54%,   29.85 in ,   10.0 mi ,West,   8.1 mph ,Clear
8/1/2017,3:53 PM,   82.0 °F ,   64.9 °F ,56%,   29.84 in ,   10.0 mi ,West,   9.2 mph ,Clear
8/1/2017,4:53 PM,   79.0 °F ,   64.9 °F ,62%,   29.86 in ,   10.0 mi ,SW,   6.9 mph ,Clear
8/1/2017,5:53 PM,   80.1 °F ,   64.9 °F ,60%,   29.85 in ,   10.0 mi ,Variable,   3.5 mph ,Clear
8/1/2017,6:53 PM,   78.1 °F ,   64.9 °F ,64%,   29.84 in ,   10.0 mi ,Calm,Calm,Clear
8/1/2017,7:53 PM,   77.0 °F ,   64.9 °F ,66%,   29.85 in ,   10.0 mi ,West,   6.9 mph ,Clear
8/1/2017,8:53 PM,   75.9 °F ,   64.9 °F ,69%,   29.87 in ,   10.0 mi ,WSW,   3.5 mph ,Clear
8/1/2017,9:53 PM,   73.9 °F ,   66.0 °F ,76%,   29.88 in ,   10.0 mi ,SW,   4.6 mph ,Clear
8/1/2017,10:53 PM,   73.9 °F ,   66.0 °F ,76%,   29.89 in ,   10.0 mi ,West,   3.5 mph ,Clear
8/1/2017,11:53 PM,   73.0 °F ,   66.0 °F ,79%,   29.90 in ,   10.0 mi ,WSW,   4.6 mph ,Clear
8/2/2017,12:53 AM,   73.0 °F ,   66.0 °F ,79%,   29.90 in ,   10.0 mi ,SSW,   3.5 mph ,Clear
8/2/2017,1:53 AM,   73.0 °F ,   66.9 °F ,81%,   29.88 in ,   10.0 mi ,South,   3.5 mph ,Clear
8/2/2017,2:53 AM,   73.0 °F ,   66.9 °F ,81%,   29.88 in ,   10.0 mi ,SSW,   4.6 mph ,Clear
8/2/2017,3:53 AM,   72.0 °F ,   66.9 °F ,84%,   29.86 in ,   10.0 mi ,South,   3.5 mph ,Clear
8/2/2017,4:53 AM,   72.0 °F ,   66.0 °F ,81%,   29.87 in ,   10.0 mi ,Calm,Calm,Clear
8/2/2017,5:53 AM,   73.0 °F ,   66.0 °F ,79%,   29.88 in ,   10.0 mi ,Calm,Calm,Clear
8/2/2017,6:53 AM,   73.0 °F ,   66.9 °F ,81%,   29.90 in ,   8.0 mi ,Calm,Calm,Clear
8/2/2017,7:53 AM,   75.9 °F ,   66.9 °F ,74%,   29.91 in ,   9.0 mi ,Variable,   3.5 mph ,Clear
8/2/2017,8:53 AM,   81.0 °F ,   66.9 °F ,62%,   29.91 in ,   10.0 mi ,Calm,Calm,Clear
8/2/2017,9:53 AM,   84.0 °F ,   66.9 °F ,56%,   29.91 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
8/2/2017,10:53 AM,   88.0 °F ,   68.0 °F ,51%,   29.91 in ,   10.0 mi ,West,   6.9 mph ,Partly Cloudy
8/2/2017,11:53 AM,   87.1 °F ,   66.9 °F ,51%,   29.91 in ,   10.0 mi ,West,   4.6 mph ,Clear
8/2/2017,12:53 PM,   88.0 °F ,   68.0 °F ,51%,   29.89 in ,   10.0 mi ,WSW,   8.1 mph ,Partly Cloudy
8/2/2017,1:53 PM,   82.9 °F ,   68.0 °F ,60%,   29.91 in ,   10.0 mi ,WSW,   6.9 mph ,Partly Cloudy
8/2/2017,2:53 PM,   80.1 °F ,   68.0 °F ,67%,   29.90 in ,   10.0 mi ,WSW,   4.6 mph ,Clear
8/2/2017,3:53 PM,   84.9 °F ,   68.0 °F ,57%,   29.88 in ,   10.0 mi ,South,   5.8 mph ,Clear
8/2/2017,4:53 PM,   86.0 °F ,   64.0 °F ,48%,   29.87 in ,   10.0 mi ,WSW,   3.5 mph ,Clear
8/2/2017,5:53 PM,   82.9 °F ,   68.0 °F ,60%,   29.88 in ,   10.0 mi ,WSW,   4.6 mph ,Clear
8/2/2017,6:53 PM,   82.0 °F ,   68.0 °F ,62%,   29.88 in ,   10.0 mi ,WSW,   3.5 mph ,Clear
8/2/2017,7:53 PM,   81.0 °F ,   69.1 °F ,67%,   29.88 in ,   10.0 mi ,West,   5.8 mph ,Partly Cloudy
8/2/2017,8:53 PM,   75.9 °F ,   69.1 °F ,79%,   29.91 in ,   10.0 mi ,West,   5.8 mph ,Clear
8/2/2017,9:53 PM,   77.0 °F ,   70.0 °F ,79%,   29.93 in ,   10.0 mi ,Calm,Calm,Clear
8/2/2017,10:53 PM,   77.0 °F ,   70.0 °F ,79%,   29.94 in ,   10.0 mi ,Calm,Calm,Clear
8/2/2017,11:53 PM,   75.9 °F ,   70.0 °F ,82%,   29.93 in ,   9.0 mi ,West,   3.5 mph ,Clear
8/3/2017,12:53 AM,   75.0 °F ,   70.0 °F ,84%,   29.92 in ,   7.0 mi ,West,   4.6 mph ,Clear
8/3/2017,1:53 AM,   75.0 °F ,   70.0 °F ,84%,   29.92 in ,   8.0 mi ,SW,   3.5 mph ,Clear
8/3/2017,2:53 AM,   75.0 °F ,   70.0 °F ,84%,   29.93 in ,   8.0 mi ,NW,   3.5 mph ,Clear
8/3/2017,3:53 AM,   75.0 °F ,   70.0 °F ,84%,   29.93 in ,   9.0 mi ,Calm,Calm,Clear
8/3/2017,4:53 AM,   73.9 °F ,   70.0 °F ,87%,   29.93 in ,   6.0 mi ,WSW,   3.5 mph ,Clear
8/3/2017,5:30 AM,   73.9 °F ,   70.0 °F ,87%,   29.95 in ,   6.0 mi ,WSW,   3.5 mph ,Scattered Clouds
8/3/2017,5:39 AM,   73.9 °F ,   70.0 °F ,87%,   29.95 in ,   6.0 mi ,Calm,Calm,Mostly Cloudy
8/3/2017,5:53 AM,   73.9 °F ,   70.0 °F ,87%,   29.94 in ,   6.0 mi ,Calm,Calm,Mostly Cloudy
8/3/2017,5:57 AM,   73.9 °F ,   70.0 °F ,87%,   29.95 in ,   6.0 mi ,Calm,Calm,Scattered Clouds
8/3/2017,6:42 AM,   73.9 °F ,   70.0 °F ,87%,   29.96 in ,   2.5 mi ,Calm,Calm,Mostly Cloudy
8/3/2017,6:53 AM,   73.9 °F ,   70.0 °F ,87%,   29.95 in ,   3.0 mi ,SSE,   3.5 mph ,Overcast
8/3/2017,7:53 AM,   75.0 °F ,   70.0 °F ,84%,   29.97 in ,   4.0 mi ,SSW,   3.5 mph ,Haze
8/3/2017,8:35 AM,   78.1 °F ,   70.0 °F ,76%,   29.99 in ,   5.0 mi ,SSW,   5.8 mph ,Haze
8/3/2017,8:53 AM,   79.0 °F ,   70.0 °F ,74%,   29.97 in ,   5.0 mi ,West,   4.6 mph ,Haze
8/3/2017,9:53 AM,   81.0 °F ,   69.1 °F ,67%,   29.98 in ,   7.0 mi ,SSW,   4.6 mph ,Clear
8/3/2017,10:53 AM,   84.9 °F ,   69.1 °F ,59%,   29.98 in ,   10.0 mi ,North,   - ,Partly Cloudy
8/3/2017,11:53 AM,   84.9 °F ,   70.0 °F ,61%,   29.97 in ,   10.0 mi ,SW,   9.2 mph ,Partly Cloudy
8/3/2017,12:53 PM,   82.9 °F ,   69.1 °F ,63%,   29.96 in ,   10.0 mi ,SW,   10.4 mph ,Clear
8/3/2017,1:53 PM,   84.0 °F ,   69.1 °F ,61%,   29.96 in ,   10.0 mi ,West,   6.9 mph ,Clear
8/3/2017,2:53 PM,   84.0 °F ,   68.0 °F ,58%,   29.94 in ,   10.0 mi ,WSW,   9.2 mph ,Clear
8/3/2017,3:53 PM,   82.0 °F ,   66.9 °F ,60%,   29.94 in ,   10.0 mi ,WSW,   9.2 mph ,Clear
8/3/2017,4:53 PM,   80.1 °F ,   66.9 °F ,64%,   29.93 in ,   10.0 mi ,WSW,   8.1 mph ,Partly Cloudy
8/3/2017,5:53 PM,   78.1 °F ,   66.9 °F ,68%,   29.93 in ,   10.0 mi ,SW,   9.2 mph ,Clear
8/3/2017,6:53 PM,   75.0 °F ,   66.9 °F ,76%,   29.95 in ,   10.0 mi ,WSW,   6.9 mph ,Scattered Clouds
8/3/2017,7:53 PM,   73.0 °F ,   66.9 °F ,81%,   29.95 in ,   9.0 mi ,SW,   5.8 mph ,Partly Cloudy
8/3/2017,8:53 PM,   73.0 °F ,   66.0 °F ,79%,   29.97 in ,   10.0 mi ,WSW,   3.5 mph ,Clear
8/3/2017,9:53 PM,   73.9 °F ,   66.0 °F ,76%,   29.98 in ,   10.0 mi ,Calm,Calm,Clear
8/3/2017,10:53 PM,   73.0 °F ,   66.0 °F ,79%,   29.99 in ,   10.0 mi ,South,   4.6 mph ,Clear
8/3/2017,11:53 PM,   72.0 °F ,   66.0 °F ,81%,   29.99 in ,   10.0 mi ,SW,   3.5 mph ,Clear
8/4/2017,12:53 AM,   72.0 °F ,   66.0 °F ,81%,   29.97 in ,   10.0 mi ,Calm,Calm,Clear
8/4/2017,1:53 AM,   72.0 °F ,   66.0 °F ,81%,   29.96 in ,   10.0 mi ,Calm,Calm,Clear
8/4/2017,2:53 AM,   72.0 °F ,   66.0 °F ,81%,   29.95 in ,   10.0 mi ,North,   3.5 mph ,Clear
8/4/2017,3:53 AM,   73.0 °F ,   66.0 °F ,79%,   29.93 in ,   9.0 mi ,Calm,Calm,Clear
8/4/2017,4:53 AM,   72.0 °F ,   66.0 °F ,81%,   29.94 in ,   9.0 mi ,West,   5.8 mph ,Clear
8/4/2017,5:11 AM,   72.0 °F ,   66.0 °F ,81%,   29.95 in ,   9.0 mi ,West,   4.6 mph ,Scattered Clouds
8/4/2017,5:23 AM,   71.1 °F ,   66.0 °F ,84%,   29.95 in ,   9.0 mi ,West,   3.5 mph ,Mostly Cloudy
8/4/2017,5:53 AM,   72.0 °F ,   66.0 °F ,81%,   29.95 in ,   9.0 mi ,WSW,   4.6 mph ,Overcast
8/4/2017,6:53 AM,   72.0 °F ,   66.9 °F ,84%,   29.96 in ,   5.0 mi ,Calm,Calm,Haze
8/4/2017,7:53 AM,   72.0 °F ,   66.9 °F ,84%,   29.98 in ,   5.0 mi ,Calm,Calm,Haze
8/4/2017,8:53 AM,   73.9 °F ,   66.9 °F ,79%,   29.99 in ,   6.0 mi ,SW,   3.5 mph ,Haze
8/4/2017,9:00 AM,   73.9 °F ,   66.9 °F ,79%,   30.00 in ,   6.0 mi ,Variable,   3.5 mph ,Haze
8/4/2017,9:39 AM,   78.1 °F ,   66.9 °F ,68%,   30.00 in ,   8.0 mi ,Calm,Calm,Scattered Clouds
8/4/2017,9:53 AM,   79.0 °F ,   66.9 °F ,66%,   29.98 in ,   8.0 mi ,WSW,   3.5 mph ,Partly Cloudy
8/4/2017,10:53 AM,   82.0 °F ,   66.9 °F ,60%,   29.97 in ,   10.0 mi ,Variable,   4.6 mph ,Clear
8/4/2017,11:53 AM,   84.0 °F ,   66.9 °F ,56%,   29.97 in ,   10.0 mi ,WSW,   10.4 mph ,Clear
8/4/2017,12:53 PM,   84.9 °F ,   66.9 °F ,55%,   29.95 in ,   10.0 mi ,SW,   9.2 mph ,Clear
8/4/2017,1:53 PM,   86.0 °F ,   64.9 °F ,49%,   29.94 in ,   10.0 mi ,West,   11.5 mph ,Clear
8/4/2017,2:53 PM,   84.0 °F ,   66.9 °F ,56%,   29.92 in ,   10.0 mi ,WSW,   11.5 mph ,Clear
8/4/2017,3:53 PM,   84.0 °F ,   66.9 °F ,56%,   29.91 in ,   10.0 mi ,WNW,   9.2 mph ,Clear
8/4/2017,4:53 PM,   81.0 °F ,   66.9 °F ,62%,   29.90 in ,   10.0 mi ,West,   10.4 mph ,Clear
8/4/2017,5:53 PM,   79.0 °F ,   66.9 °F ,66%,   29.90 in ,   10.0 mi ,WSW,   10.4 mph ,Clear
8/4/2017,6:53 PM,   77.0 °F ,   66.0 °F ,69%,   29.91 in ,   10.0 mi ,West,   6.9 mph ,Clear
8/4/2017,7:53 PM,   75.0 °F ,   66.0 °F ,73%,   29.92 in ,   10.0 mi ,WSW,   4.6 mph ,Clear
8/4/2017,8:53 PM,   73.9 °F ,   66.0 °F ,76%,   29.94 in ,   10.0 mi ,WSW,   5.8 mph ,Clear
8/4/2017,9:53 PM,   73.0 °F ,   66.9 °F ,81%,   29.95 in ,   10.0 mi ,West,   4.6 mph ,Clear
8/4/2017,10:53 PM,   72.0 °F ,   66.0 °F ,81%,   29.94 in ,   10.0 mi ,WSW,   4.6 mph ,Clear
8/4/2017,11:18 PM,   72.0 °F ,   66.0 °F ,81%,   29.95 in ,   10.0 mi ,SW,   4.6 mph ,Partly Cloudy
8/4/2017,11:53 PM,   72.0 °F ,   66.0 °F ,81%,   29.94 in ,   10.0 mi ,SSW,   3.5 mph ,Partly Cloudy
8/5/2017,12:10 AM,   72.0 °F ,   66.0 °F ,81%,   29.95 in ,   10.0 mi ,West,   3.5 mph ,Mostly Cloudy
8/5/2017,12:53 AM,   72.0 °F ,   66.0 °F ,81%,   29.94 in ,   10.0 mi ,WSW,   4.6 mph ,Overcast
8/5/2017,1:53 AM,   71.1 °F ,   66.0 °F ,84%,   29.94 in ,   10.0 mi ,South,   3.5 mph ,Overcast
8/5/2017,2:53 AM,   71.1 °F ,   66.0 °F ,84%,   29.93 in ,   10.0 mi ,Calm,Calm,Overcast
8/5/2017,3:53 AM,   71.1 °F ,   66.0 °F ,84%,   29.93 in ,   8.0 mi ,Variable,   3.5 mph ,Overcast
8/5/2017,4:53 AM,   71.1 °F ,   66.0 °F ,84%,   29.93 in ,   9.0 mi ,Calm,Calm,Overcast
8/5/2017,5:53 AM,   70.0 °F ,   66.0 °F ,87%,   29.93 in ,   9.0 mi ,Calm,Calm,Overcast
8/5/2017,6:29 AM,   71.1 °F ,   64.9 °F ,81%,   29.95 in ,   - ,North,   - ,Unknown
8/5/2017,6:53 AM,   70.0 °F ,   64.9 °F ,84%,   29.94 in ,   9.0 mi ,ESE,   3.5 mph ,Overcast
8/5/2017,7:53 AM,   71.1 °F ,   64.9 °F ,81%,   29.95 in ,   10.0 mi ,SE,   3.5 mph ,Overcast
8/5/2017,8:53 AM,   72.0 °F ,   64.9 °F ,78%,   29.94 in ,   10.0 mi ,ESE,   3.5 mph ,Overcast
8/5/2017,9:49 AM,   75.2 °F ,   64.4 °F ,69%,   29.95 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
8/5/2017,9:53 AM,   77.0 °F ,   64.9 °F ,66%,   29.94 in ,   10.0 mi ,SSW,   3.5 mph ,Scattered Clouds
8/5/2017,10:53 AM,   80.1 °F ,   64.0 °F ,58%,   29.93 in ,   10.0 mi ,Variable,   5.8 mph ,Clear
8/5/2017,11:53 AM,   81.0 °F ,   64.0 °F ,56%,   29.92 in ,   10.0 mi ,WSW,   9.2 mph ,Clear
8/5/2017,12:53 PM,   81.0 °F ,   64.0 °F ,56%,   29.92 in ,   10.0 mi ,SW,   9.2 mph ,Clear
8/5/2017,1:53 PM,   79.0 °F ,   63.0 °F ,58%,   29.92 in ,   10.0 mi ,WSW,   10.4 mph ,Clear
8/5/2017,2:53 PM,   78.1 °F ,   62.1 °F ,58%,   29.91 in ,   10.0 mi ,WSW,   9.2 mph ,Clear
8/5/2017,3:53 PM,   78.1 °F ,   63.0 °F ,60%,   29.91 in ,   10.0 mi ,SW,   8.1 mph ,Clear
8/5/2017,4:53 PM,   77.0 °F ,   62.1 °F ,60%,   29.90 in ,   10.0 mi ,WSW,   5.8 mph ,Clear
8/5/2017,5:53 PM,   75.9 °F ,   62.1 °F ,62%,   29.88 in ,   10.0 mi ,SW,   5.8 mph ,Clear
8/5/2017,6:53 PM,   73.0 °F ,   62.1 °F ,68%,   29.89 in ,   10.0 mi ,WSW,   8.1 mph ,Clear
8/5/2017,7:53 PM,   71.1 °F ,   62.1 °F ,73%,   29.90 in ,   10.0 mi ,WSW,   6.9 mph ,Clear
8/5/2017,8:53 PM,   70.0 °F ,   62.1 °F ,76%,   29.91 in ,   10.0 mi ,WSW,   6.9 mph ,Clear
8/5/2017,9:53 PM,   70.0 °F ,   62.1 °F ,76%,   29.92 in ,   10.0 mi ,WSW,   3.5 mph ,Clear
8/5/2017,10:53 PM,   70.0 °F ,   62.1 °F ,76%,   29.93 in ,   10.0 mi ,Calm,Calm,Clear
8/5/2017,11:53 PM,   70.0 °F ,   62.1 °F ,76%,   29.93 in ,   10.0 mi ,SSW,   3.5 mph ,Scattered Clouds
8/6/2017,12:02 AM,   70.0 °F ,   62.1 °F ,76%,   29.94 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
8/6/2017,12:53 AM,   70.0 °F ,   62.1 °F ,76%,   29.92 in ,   10.0 mi ,SE,   3.5 mph ,Overcast
8/6/2017,1:53 AM,   70.0 °F ,   62.1 °F ,76%,   29.91 in ,   10.0 mi ,Calm,Calm,Overcast
8/6/2017,2:53 AM,   70.0 °F ,   62.1 °F ,76%,   29.90 in ,   10.0 mi ,Calm,Calm,Overcast
8/6/2017,3:53 AM,   69.1 °F ,   62.1 °F ,78%,   29.88 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
8/6/2017,4:53 AM,   70.0 °F ,   62.1 °F ,76%,   29.88 in ,   10.0 mi ,Calm,Calm,Overcast
8/6/2017,5:53 AM,   70.0 °F ,   62.1 °F ,76%,   29.89 in ,   10.0 mi ,Calm,Calm,Overcast
8/6/2017,6:53 AM,   70.0 °F ,   61.0 °F ,73%,   29.90 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
8/6/2017,7:53 AM,   70.0 °F ,   61.0 °F ,73%,   29.92 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
8/6/2017,8:53 AM,   71.1 °F ,   62.1 °F ,73%,   29.92 in ,   10.0 mi ,Variable,   4.6 mph ,Mostly Cloudy
8/6/2017,9:15 AM,   73.0 °F ,   61.0 °F ,66%,   29.94 in ,   10.0 mi ,Variable,   3.5 mph ,Scattered Clouds
8/6/2017,9:53 AM,   75.0 °F ,   61.0 °F ,62%,   29.93 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
8/6/2017,10:53 AM,   78.1 °F ,   60.1 °F ,54%,   29.92 in ,   10.0 mi ,Variable,   5.8 mph ,Partly Cloudy
8/6/2017,11:53 AM,   79.0 °F ,   62.1 °F ,56%,   29.92 in ,   10.0 mi ,WSW,   10.4 mph ,Clear
8/6/2017,12:53 PM,   80.1 °F ,   63.0 °F ,56%,   29.92 in ,   10.0 mi ,WSW,   10.4 mph ,Partly Cloudy
8/6/2017,1:53 PM,   79.0 °F ,   63.0 °F ,58%,   29.91 in ,   10.0 mi ,West,   8.1 mph ,Clear
8/6/2017,2:53 PM,   79.0 °F ,   63.0 °F ,58%,   29.90 in ,   10.0 mi ,SW,   11.5 mph ,Clear
8/6/2017,3:53 PM,   79.0 °F ,   63.0 °F ,58%,   29.88 in ,   10.0 mi ,SW,   10.4 mph ,Clear
8/6/2017,4:53 PM,   79.0 °F ,   63.0 °F ,58%,   29.88 in ,   10.0 mi ,West,   8.1 mph ,Clear
8/6/2017,5:53 PM,   78.1 °F ,   64.0 °F ,62%,   29.87 in ,   10.0 mi ,WSW,   8.1 mph ,Clear
8/6/2017,6:53 PM,   75.9 °F ,   63.0 °F ,64%,   29.87 in ,   10.0 mi ,WNW,   6.9 mph ,Clear
8/6/2017,7:53 PM,   73.0 °F ,   64.0 °F ,73%,   29.88 in ,   10.0 mi ,WNW,   5.8 mph ,Clear
8/6/2017,8:53 PM,   72.0 °F ,   64.0 °F ,76%,   29.89 in ,   10.0 mi ,NW,   9.2 mph ,Clear
8/6/2017,9:53 PM,   72.0 °F ,   64.0 °F ,76%,   29.90 in ,   10.0 mi ,NW,   8.1 mph ,Clear
8/6/2017,10:53 PM,   71.1 °F ,   64.0 °F ,78%,   29.91 in ,   10.0 mi ,NW,   6.9 mph ,Clear
8/6/2017,11:53 PM,   71.1 °F ,   64.0 °F ,78%,   29.91 in ,   10.0 mi ,NNW,   6.9 mph ,Clear
8/7/2017,12:53 AM,   71.1 °F ,   64.0 °F ,78%,   29.90 in ,   10.0 mi ,North,   3.5 mph ,Clear
8/7/2017,1:53 AM,   71.1 °F ,   64.0 °F ,78%,   29.90 in ,   10.0 mi ,Calm,Calm,Clear
8/7/2017,2:11 AM,   71.1 °F ,   64.0 °F ,78%,   29.91 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
8/7/2017,2:53 AM,   71.1 °F ,   64.0 °F ,78%,   29.89 in ,   10.0 mi ,West,   4.6 mph ,Overcast
8/7/2017,3:53 AM,   72.0 °F ,   64.0 °F ,76%,   29.89 in ,   10.0 mi ,Calm,Calm,Overcast
8/7/2017,4:53 AM,   71.1 °F ,   64.0 °F ,78%,   29.89 in ,   10.0 mi ,East,   3.5 mph ,Overcast
8/7/2017,5:53 AM,   71.1 °F ,   64.0 °F ,78%,   29.90 in ,   10.0 mi ,SE,   3.5 mph ,Overcast
8/7/2017,6:53 AM,   72.0 °F ,   64.0 °F ,76%,   29.91 in ,   9.0 mi ,Calm,Calm,Overcast
8/7/2017,7:53 AM,   73.0 °F ,   64.0 °F ,73%,   29.93 in ,   10.0 mi ,Calm,Calm,Overcast
8/7/2017,8:53 AM,   73.9 °F ,   63.0 °F ,68%,   29.94 in ,   10.0 mi ,SW,   4.6 mph ,Overcast
8/7/2017,9:51 AM,   78.8 °F ,   62.6 °F ,57%,   29.95 in ,   10.0 mi ,West,   4.6 mph ,Scattered Clouds
8/7/2017,9:53 AM,   78.1 °F ,   63.0 °F ,60%,   29.94 in ,   10.0 mi ,West,   3.5 mph ,Scattered Clouds
8/7/2017,10:53 AM,   80.1 °F ,   64.0 °F ,58%,   29.94 in ,   10.0 mi ,NW,   3.5 mph ,Partly Cloudy
8/7/2017,11:53 AM,   81.0 °F ,   64.0 °F ,56%,   29.93 in ,   10.0 mi ,WNW,   9.2 mph ,Clear
8/7/2017,12:53 PM,   81.0 °F ,   64.0 °F ,56%,   29.92 in ,   10.0 mi ,WNW,   6.9 mph ,Clear
8/7/2017,1:53 PM,   82.0 °F ,   63.0 °F ,52%,   29.91 in ,   10.0 mi ,WNW,   9.2 mph ,Clear
8/7/2017,2:53 PM,   81.0 °F ,   63.0 °F ,54%,   29.90 in ,   10.0 mi ,WNW,   10.4 mph ,Clear
8/7/2017,3:53 PM,   80.1 °F ,   63.0 °F ,56%,   29.88 in ,   10.0 mi ,WNW,   10.4 mph ,Clear
8/7/2017,4:53 PM,   80.1 °F ,   63.0 °F ,56%,   29.87 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
8/7/2017,5:53 PM,   78.1 °F ,   63.0 °F ,60%,   29.86 in ,   10.0 mi ,NW,   9.2 mph ,Clear
8/7/2017,6:53 PM,   75.9 °F ,   64.0 °F ,67%,   29.86 in ,   10.0 mi ,NW,   9.2 mph ,Clear
8/7/2017,7:53 PM,   73.0 °F ,   64.0 °F ,73%,   29.87 in ,   10.0 mi ,NW,   8.1 mph ,Partly Cloudy
8/7/2017,8:53 PM,   72.0 °F ,   64.0 °F ,76%,   29.89 in ,   10.0 mi ,WNW,   5.8 mph ,Partly Cloudy
8/7/2017,9:53 PM,   72.0 °F ,   64.9 °F ,78%,   29.90 in ,   10.0 mi ,WNW,   6.9 mph ,Scattered Clouds
8/7/2017,10:09 PM,   72.0 °F ,   66.0 °F ,81%,   29.92 in ,   10.0 mi ,NW,   5.8 mph ,Mostly Cloudy
8/7/2017,10:53 PM,   72.0 °F ,   64.9 °F ,78%,   29.91 in ,   10.0 mi ,NNW,   6.9 mph ,Overcast
8/7/2017,11:53 PM,   72.0 °F ,   64.9 °F ,78%,   29.91 in ,   10.0 mi ,WNW,   3.5 mph ,Overcast
8/8/2017,12:53 AM,   71.1 °F ,   64.9 °F ,81%,   29.91 in ,   10.0 mi ,Calm,Calm,Overcast
8/8/2017,1:18 AM,   72.0 °F ,   64.9 °F ,78%,   29.92 in ,   10.0 mi ,Calm,Calm,Overcast
8/8/2017,1:53 AM,   71.1 °F ,   64.9 °F ,81%,   29.90 in ,   10.0 mi ,Calm,Calm,Overcast
