Day,Time (PST),Temp,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions
1/26/2018,2:46 AM,   52.0 °F ,   44.1 °F ,74%,   30.15 in ,   10.0 mi ,SSE,   4.6 mph ,Mostly Cloudy
1/26/2018,2:53 AM,   51.1 °F ,   44.1 °F ,77%,   30.15 in ,   10.0 mi ,SE,   4.6 mph ,Overcast
1/26/2018,3:53 AM,   50.0 °F ,   44.1 °F ,80%,   30.14 in ,   10.0 mi ,SE,   5.8 mph ,Clear
1/26/2018,4:14 AM,   50.0 °F ,   44.1 °F ,80%,   30.15 in ,   10.0 mi ,ESE,   6.9 mph ,Mostly Cloudy
1/26/2018,4:21 AM,   48.9 °F ,   44.1 °F ,83%,   30.15 in ,   10.0 mi ,SE,   6.9 mph ,Scattered Clouds
1/26/2018,4:53 AM,   48.9 °F ,   43.0 °F ,80%,   30.16 in ,   10.0 mi ,SE,   4.6 mph ,Clear
1/26/2018,5:53 AM,   46.9 °F ,   43.0 °F ,86%,   30.18 in ,   10.0 mi ,SE,   3.5 mph ,Clear
1/26/2018,6:53 AM,   46.9 °F ,   42.1 °F ,83%,   30.19 in ,   10.0 mi ,East,   3.5 mph ,Clear
1/26/2018,7:53 AM,   52.0 °F ,   45.0 °F ,77%,   30.19 in ,   10.0 mi ,Calm,Calm,Clear
1/26/2018,8:53 AM,   55.0 °F ,   44.1 °F ,67%,   30.21 in ,   10.0 mi ,South,   3.5 mph ,Clear
1/26/2018,9:53 AM,   57.9 °F ,   44.1 °F ,60%,   30.23 in ,   10.0 mi ,WSW,   3.5 mph ,Clear
1/26/2018,10:53 AM,   62.1 °F ,   39.9 °F ,44%,   30.22 in ,   10.0 mi ,NW,   6.9 mph ,Clear
1/26/2018,11:53 AM,   63.0 °F ,   39.9 °F ,43%,   30.19 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
1/26/2018,12:53 PM,   63.0 °F ,   34.0 °F ,34%,   30.15 in ,   10.0 mi ,NW,   10.4 mph ,Clear
1/26/2018,1:53 PM,   63.0 °F ,   35.1 °F ,35%,   30.15 in ,   10.0 mi ,NW,   10.4 mph ,Clear
1/26/2018,2:53 PM,   62.1 °F ,   34.0 °F ,35%,   30.14 in ,   10.0 mi ,NW,   11.5 mph ,Clear
1/26/2018,3:53 PM,   60.1 °F ,   34.0 °F ,38%,   30.14 in ,   10.0 mi ,NW,   12.7 mph ,Clear
1/26/2018,4:53 PM,   59.0 °F ,   37.9 °F ,46%,   30.14 in ,   10.0 mi ,NNW,   10.4 mph ,Clear
1/26/2018,5:53 PM,   55.9 °F ,   42.1 °F ,60%,   30.16 in ,   10.0 mi ,NNW,   6.9 mph ,Clear
1/26/2018,6:53 PM,   55.0 °F ,   42.1 °F ,62%,   30.18 in ,   10.0 mi ,NNW,   6.9 mph ,Clear
1/26/2018,7:53 PM,   54.0 °F ,   42.1 °F ,64%,   30.17 in ,   10.0 mi ,North,   5.8 mph ,Clear
1/26/2018,8:53 PM,   53.1 °F ,   42.1 °F ,66%,   30.19 in ,   10.0 mi ,NNE,   3.5 mph ,Clear
1/26/2018,9:53 PM,   52.0 °F ,   42.1 °F ,69%,   30.20 in ,   10.0 mi ,North,   5.8 mph ,Clear
1/26/2018,10:53 PM,   50.0 °F ,   44.1 °F ,80%,   30.20 in ,   10.0 mi ,NE,   3.5 mph ,Clear
1/26/2018,11:53 PM,   48.0 °F ,   39.9 °F ,74%,   30.19 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,12:53 AM,   46.9 °F ,   39.0 °F ,74%,   30.19 in ,   10.0 mi ,North,   4.6 mph ,Clear
1/27/2018,1:53 AM,   46.9 °F ,   35.1 °F ,63%,   30.18 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,2:53 AM,   46.9 °F ,   33.1 °F ,59%,   30.18 in ,   10.0 mi ,NE,   3.5 mph ,Clear
1/27/2018,3:53 AM,   46.0 °F ,   32.0 °F ,58%,   30.17 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,4:53 AM,   45.0 °F ,   32.0 °F ,60%,   30.17 in ,   10.0 mi ,North,   3.5 mph ,Clear
1/27/2018,5:53 AM,   44.1 °F ,   30.0 °F ,58%,   30.18 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,6:53 AM,   43.0 °F ,   30.0 °F ,60%,   30.20 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,7:53 AM,   48.9 °F ,   33.1 °F ,54%,   30.22 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,8:53 AM,   57.0 °F ,   27.0 °F ,32%,   30.22 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,9:53 AM,   64.0 °F ,   24.1 °F ,22%,   30.21 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,10:53 AM,   66.9 °F ,   19.0 °F ,16%,   30.19 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,11:53 AM,   71.1 °F ,   23.0 °F ,16%,   30.17 in ,   10.0 mi ,Variable,   6.9 mph ,Clear
1/27/2018,12:53 PM,   69.1 °F ,   25.0 °F ,19%,   30.14 in ,   10.0 mi ,NW,   9.2 mph ,Clear
1/27/2018,1:53 PM,   69.1 °F ,   25.0 °F ,19%,   30.13 in ,   10.0 mi ,NNW,   10.4 mph ,Clear
1/27/2018,2:53 PM,   69.1 °F ,   32.0 °F ,25%,   30.12 in ,   10.0 mi ,NW,   9.2 mph ,Clear
1/27/2018,3:53 PM,   66.9 °F ,   37.9 °F ,34%,   30.12 in ,   10.0 mi ,NNW,   9.2 mph ,Clear
1/27/2018,4:53 PM,   66.0 °F ,   37.9 °F ,36%,   30.12 in ,   10.0 mi ,NNW,   6.9 mph ,Clear
1/27/2018,5:53 PM,   61.0 °F ,   37.9 °F ,42%,   30.12 in ,   10.0 mi ,North,   5.8 mph ,Clear
1/27/2018,6:53 PM,   57.9 °F ,   41.0 °F ,53%,   30.13 in ,   10.0 mi ,NE,   4.6 mph ,Clear
1/27/2018,7:53 PM,   57.0 °F ,   35.1 °F ,44%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,8:53 PM,   57.0 °F ,   30.9 °F ,37%,   30.14 in ,   10.0 mi ,Calm,Calm,Clear
1/27/2018,9:53 PM,   57.0 °F ,   30.0 °F ,36%,   30.14 in ,   10.0 mi ,NW,   3.5 mph ,Clear
1/27/2018,10:53 PM,   51.1 °F ,   28.0 °F ,41%,   30.14 in ,   10.0 mi ,East,   3.5 mph ,Clear
1/27/2018,11:53 PM,   51.1 °F ,   28.0 °F ,41%,   30.14 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,12:53 AM,   53.1 °F ,   26.1 °F ,35%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,1:53 AM,   51.1 °F ,   26.1 °F ,38%,   30.13 in ,   10.0 mi ,East,   3.5 mph ,Clear
1/28/2018,2:53 AM,   51.1 °F ,   26.1 °F ,38%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,3:53 AM,   53.1 °F ,   23.0 °F ,31%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,4:53 AM,   48.9 °F ,   25.0 °F ,39%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,5:53 AM,   51.1 °F ,   23.0 °F ,33%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,6:53 AM,   48.0 °F ,   26.1 °F ,42%,   30.14 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,7:53 AM,   57.0 °F ,   28.0 °F ,33%,   30.15 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,8:53 AM,   68.0 °F ,   25.0 °F ,20%,   30.15 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,9:53 AM,   75.0 °F ,   25.0 °F ,16%,   30.14 in ,   10.0 mi ,SSE,   5.8 mph ,Clear
1/28/2018,10:53 AM,   81.0 °F ,   24.1 °F ,12%,   30.13 in ,   10.0 mi ,SW,   3.5 mph ,Clear
1/28/2018,11:53 AM,   82.9 °F ,   21.0 °F ,10%,   30.11 in ,   10.0 mi ,NNW,   3.5 mph ,Clear
1/28/2018,12:53 PM,   82.9 °F ,   24.1 °F ,12%,   30.07 in ,   10.0 mi ,SW,   5.8 mph ,Clear
1/28/2018,1:53 PM,   82.9 °F ,   28.9 °F ,14%,   30.05 in ,   10.0 mi ,SW,   9.2 mph ,Clear
1/28/2018,2:53 PM,   80.1 °F ,   30.9 °F ,17%,   30.06 in ,   10.0 mi ,SW,   6.9 mph ,Clear
1/28/2018,3:53 PM,   79.0 °F ,   30.0 °F ,17%,   30.06 in ,   10.0 mi ,SSW,   6.9 mph ,Clear
1/28/2018,4:53 PM,   79.0 °F ,   30.9 °F ,17%,   30.07 in ,   10.0 mi ,Variable,   3.5 mph ,Clear
1/28/2018,5:53 PM,   73.9 °F ,   25.0 °F ,16%,   30.08 in ,   10.0 mi ,ENE,   6.9 mph ,Clear
1/28/2018,6:53 PM,   71.1 °F ,   30.9 °F ,23%,   30.09 in ,   10.0 mi ,NE,   3.5 mph ,Clear
1/28/2018,7:53 PM,   66.9 °F ,   28.9 °F ,24%,   30.10 in ,   10.0 mi ,NNE,   4.6 mph ,Clear
1/28/2018,8:53 PM,   66.9 °F ,   26.1 °F ,21%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,9:53 PM,   63.0 °F ,   28.0 °F ,27%,   30.10 in ,   10.0 mi ,NE,   4.6 mph ,Clear
1/28/2018,10:53 PM,   61.0 °F ,   28.9 °F ,30%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
1/28/2018,11:53 PM,   61.0 °F ,   28.0 °F ,29%,   30.08 in ,   10.0 mi ,Calm,Calm,Clear
1/29/2018,12:53 AM,   61.0 °F ,   28.0 °F ,29%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
1/29/2018,1:53 AM,   60.1 °F ,   28.9 °F ,31%,   30.07 in ,   10.0 mi ,Variable,   3.5 mph ,Clear
1/29/2018,2:53 AM,   57.0 °F ,   28.0 °F ,33%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
1/29/2018,3:53 AM,   55.9 °F ,   30.0 °F ,37%,   30.08 in ,   10.0 mi ,North,   3.5 mph ,Clear
1/29/2018,4:53 AM,   52.0 °F ,   30.9 °F ,45%,   30.08 in ,   10.0 mi ,SE,   3.5 mph ,Clear
1/29/2018,5:53 AM,   55.0 °F ,   28.9 °F ,37%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
1/29/2018,6:53 AM,   57.0 °F ,   28.0 °F ,33%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
1/29/2018,7:53 AM,   62.1 °F ,   30.9 °F ,31%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
1/29/2018,8:53 AM,   72.0 °F ,   30.0 °F ,21%,   30.10 in ,   10.0 mi ,North,   3.5 mph ,Clear
1/29/2018,9:53 AM,   78.1 °F ,   23.0 °F ,13%,   30.10 in ,   10.0 mi ,WSW,   4.6 mph ,Clear
1/29/2018,10:53 AM,   82.0 °F ,   26.1 °F ,13%,   30.09 in ,   10.0 mi ,WNW,   6.9 mph ,Clear
1/29/2018,11:53 AM,   82.9 °F ,   24.1 °F ,12%,   30.06 in ,   10.0 mi ,WSW,   9.2 mph ,Clear
1/29/2018,12:53 PM,   84.9 °F ,   21.9 °F ,10%,   30.05 in ,   10.0 mi ,WNW,   11.5 mph ,Clear
1/29/2018,1:53 PM,   84.9 °F ,   25.0 °F ,11%,   30.03 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
1/29/2018,2:53 PM,   86.0 °F ,   23.0 °F ,10%,   30.01 in ,   10.0 mi ,WNW,   5.8 mph ,Clear
1/29/2018,3:53 PM,   81.0 °F ,   30.9 °F ,16%,   30.02 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
1/29/2018,4:53 PM,   75.0 °F ,   30.0 °F ,19%,   30.02 in ,   10.0 mi ,North,   5.8 mph ,Clear
1/29/2018,5:53 PM,   72.0 °F ,   30.9 °F ,22%,   30.04 in ,   10.0 mi ,North,   3.5 mph ,Clear
1/29/2018,6:53 PM,   69.1 °F ,   33.1 °F ,26%,   30.06 in ,   10.0 mi ,Calm,Calm,Clear
1/29/2018,7:53 PM,   66.9 °F ,   28.9 °F ,24%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
1/29/2018,8:53 PM,   66.9 °F ,   27.0 °F ,22%,   30.06 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
1/29/2018,9:53 PM,   68.0 °F ,   23.0 °F ,18%,   30.06 in ,   10.0 mi ,ESE,   6.9 mph ,Clear
1/29/2018,10:53 PM,   66.0 °F ,   24.1 °F ,20%,   30.06 in ,   10.0 mi ,East,   5.8 mph ,Clear
1/29/2018,11:53 PM,   66.9 °F ,   21.9 °F ,18%,   30.05 in ,   10.0 mi ,Calm,Calm,Clear
1/30/2018,12:53 AM,   63.0 °F ,   23.0 °F ,22%,   30.03 in ,   10.0 mi ,ENE,   5.8 mph ,Clear
1/30/2018,1:53 AM,   64.0 °F ,   24.1 °F ,22%,   30.02 in ,   10.0 mi ,Calm,Calm,Clear
1/30/2018,2:53 AM,   59.0 °F ,   27.0 °F ,29%,   30.02 in ,   10.0 mi ,Calm,Calm,Clear
1/30/2018,3:53 AM,   59.0 °F ,   26.1 °F ,28%,   30.02 in ,   10.0 mi ,East,   4.6 mph ,Clear
1/30/2018,4:53 AM,   60.1 °F ,   26.1 °F ,27%,   30.02 in ,   10.0 mi ,Calm,Calm,Clear
1/30/2018,5:53 AM,   61.0 °F ,   24.1 °F ,24%,   30.03 in ,   10.0 mi ,NNW,   4.6 mph ,Clear
1/30/2018,6:53 AM,   60.1 °F ,   25.0 °F ,26%,   30.05 in ,   10.0 mi ,NE,   3.5 mph ,Clear
1/30/2018,7:53 AM,   63.0 °F ,   26.1 °F ,25%,   30.05 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
1/30/2018,8:53 AM,   72.0 °F ,   26.1 °F ,18%,   30.06 in ,   10.0 mi ,East,   3.5 mph ,Clear
1/30/2018,9:53 AM,   75.9 °F ,   23.0 °F ,14%,   30.07 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
1/30/2018,10:53 AM,   78.1 °F ,   24.1 °F ,14%,   30.05 in ,   10.0 mi ,Calm,Calm,Clear
1/30/2018,11:53 AM,   79.0 °F ,   28.9 °F ,16%,   30.03 in ,   10.0 mi ,WNW,   6.9 mph ,Clear
1/30/2018,12:53 PM,   79.0 °F ,   33.1 °F ,19%,   30.00 in ,   10.0 mi ,NNW,   5.8 mph ,Clear
1/30/2018,1:53 PM,   82.0 °F ,   19.0 °F ,10%,   29.98 in ,   10.0 mi ,WNW,   6.9 mph ,Clear
1/30/2018,2:53 PM,   82.0 °F ,   24.1 °F ,12%,   29.96 in ,   10.0 mi ,NW,   5.8 mph ,Clear
1/30/2018,3:53 PM,   81.0 °F ,   17.1 °F ,9%,   29.95 in ,   10.0 mi ,NNW,   5.8 mph ,Clear
1/30/2018,4:53 PM,   75.9 °F ,   21.9 °F ,13%,   29.96 in ,   10.0 mi ,NNW,   8.1 mph ,Clear
1/30/2018,5:53 PM,   71.1 °F ,   25.0 °F ,18%,   29.96 in ,   10.0 mi ,North,   6.9 mph ,Clear
1/30/2018,6:53 PM,   69.1 °F ,   25.0 °F ,19%,   29.97 in ,   10.0 mi ,North,   8.1 mph ,Clear
1/30/2018,7:53 PM,   66.9 °F ,   25.0 °F ,21%,   29.97 in ,   10.0 mi ,North,   8.1 mph ,Clear
1/30/2018,8:53 PM,   64.0 °F ,   26.1 °F ,24%,   29.98 in ,   10.0 mi ,Calm,Calm,Clear
1/30/2018,9:53 PM,   61.0 °F ,   28.0 °F ,29%,   29.98 in ,   10.0 mi ,Calm,Calm,Clear
1/30/2018,10:53 PM,   57.9 °F ,   30.0 °F ,35%,   29.99 in ,   10.0 mi ,Calm,Calm,Clear
1/30/2018,11:53 PM,   57.0 °F ,   33.1 °F ,40%,   29.98 in ,   10.0 mi ,NW,   3.5 mph ,Clear
1/31/2018,12:53 AM,   54.0 °F ,   32.0 °F ,43%,   29.97 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
1/31/2018,1:53 AM,   55.0 °F ,   33.1 °F ,43%,   29.96 in ,   10.0 mi ,ESE,   5.8 mph ,Clear
1/31/2018,2:53 AM,   53.1 °F ,   33.1 °F ,47%,   29.95 in ,   10.0 mi ,Calm,Calm,Clear
1/31/2018,3:53 AM,   53.1 °F ,   33.1 °F ,47%,   29.95 in ,   10.0 mi ,NE,   3.5 mph ,Clear
1/31/2018,4:53 AM,   54.0 °F ,   32.0 °F ,43%,   29.96 in ,   10.0 mi ,North,   4.6 mph ,Clear
1/31/2018,5:53 AM,   52.0 °F ,   32.0 °F ,47%,   29.97 in ,   10.0 mi ,Calm,Calm,Clear
1/31/2018,6:53 AM,   54.0 °F ,   32.0 °F ,43%,   29.98 in ,   10.0 mi ,Calm,Calm,Clear
1/31/2018,7:53 AM,   59.0 °F ,   35.1 °F ,41%,   29.99 in ,   10.0 mi ,Calm,Calm,Clear
1/31/2018,8:53 AM,   64.9 °F ,   30.9 °F ,28%,   29.99 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
1/31/2018,9:53 AM,   72.0 °F ,   26.1 °F ,18%,   30.00 in ,   10.0 mi ,SSE,   4.6 mph ,Clear
1/31/2018,10:53 AM,   75.9 °F ,   26.1 °F ,16%,   29.98 in ,   10.0 mi ,South,   4.6 mph ,Clear
1/31/2018,11:53 AM,   78.1 °F ,   25.0 °F ,14%,   29.96 in ,   10.0 mi ,SSW,   6.9 mph ,Clear
1/31/2018,12:53 PM,   78.1 °F ,   32.0 °F ,19%,   29.94 in ,   10.0 mi ,SW,   8.1 mph ,Clear
1/31/2018,1:53 PM,   75.0 °F ,   39.0 °F ,27%,   29.92 in ,   10.0 mi ,SW,   8.1 mph ,Clear
1/31/2018,2:53 PM,   73.9 °F ,   35.1 °F ,24%,   29.91 in ,   10.0 mi ,SW,   5.8 mph ,Clear
1/31/2018,4:53 PM,   72.0 °F ,   39.0 °F ,30%,   29.91 in ,   10.0 mi ,SW,   4.6 mph ,Clear
1/31/2018,5:53 PM,   66.9 °F ,   42.1 °F ,40%,   29.92 in ,   10.0 mi ,WNW,   3.5 mph ,Clear
1/31/2018,6:53 PM,   64.9 °F ,   36.0 °F ,34%,   29.93 in ,   10.0 mi ,North,   4.6 mph ,Clear
1/31/2018,7:53 PM,   62.1 °F ,   36.0 °F ,38%,   29.94 in ,   10.0 mi ,Calm,Calm,Clear
1/31/2018,8:53 PM,   60.1 °F ,   36.0 °F ,41%,   29.96 in ,   10.0 mi ,Calm,Calm,Clear
1/31/2018,9:53 PM,   57.0 °F ,   35.1 °F ,44%,   29.97 in ,   10.0 mi ,Calm,Calm,Clear
1/31/2018,10:53 PM,   57.0 °F ,   35.1 °F ,44%,   29.98 in ,   10.0 mi ,SE,   3.5 mph ,Clear
1/31/2018,11:53 PM,   55.9 °F ,   35.1 °F ,45%,   29.97 in ,   10.0 mi ,Calm,Calm,Clear
2/1/2018,12:53 AM,   55.0 °F ,   35.1 °F ,47%,   29.96 in ,   10.0 mi ,Calm,Calm,Clear
2/1/2018,1:53 AM,   55.0 °F ,   37.0 °F ,51%,   29.97 in ,   10.0 mi ,Calm,Calm,Clear
2/1/2018,2:53 AM,   55.0 °F ,   36.0 °F ,49%,   29.96 in ,   10.0 mi ,Calm,Calm,Clear
2/1/2018,3:53 AM,   53.1 °F ,   36.0 °F ,52%,   29.95 in ,   10.0 mi ,Calm,Calm,Clear
2/1/2018,4:53 AM,   53.1 °F ,   35.1 °F ,50%,   29.95 in ,   10.0 mi ,NNE,   3.5 mph ,Clear
2/1/2018,5:53 AM,   51.1 °F ,   35.1 °F ,54%,   29.96 in ,   10.0 mi ,SE,   4.6 mph ,Clear
2/1/2018,6:53 AM,   53.1 °F ,   35.1 °F ,50%,   29.98 in ,   10.0 mi ,Calm,Calm,Clear
2/1/2018,7:53 AM,   60.1 °F ,   35.1 °F ,39%,   30.00 in ,   10.0 mi ,Calm,Calm,Clear
2/1/2018,8:53 AM,   64.9 °F ,   30.0 °F ,27%,   30.02 in ,   10.0 mi ,SW,   3.5 mph ,Clear
2/1/2018,9:53 AM,   70.0 °F ,   30.0 °F ,23%,   30.02 in ,   10.0 mi ,Calm,Calm,Clear
2/1/2018,10:53 AM,   73.9 °F ,   30.0 °F ,20%,   30.02 in ,   10.0 mi ,Calm,Calm,Clear
2/1/2018,11:53 AM,   79.0 °F ,   28.9 °F ,16%,   30.00 in ,   10.0 mi ,West,   4.6 mph ,Clear
2/1/2018,12:53 PM,   79.0 °F ,   39.0 °F ,24%,   29.97 in ,   10.0 mi ,SSW,   6.9 mph ,Clear
2/1/2018,1:53 PM,   69.1 °F ,   51.1 °F ,53%,   29.98 in ,   9.0 mi ,WSW,   8.1 mph ,Clear
2/1/2018,2:53 PM,   69.1 °F ,   45.0 °F ,42%,   29.98 in ,   10.0 mi ,WSW,   4.6 mph ,Clear
2/1/2018,3:53 PM,   72.0 °F ,   48.0 °F ,43%,   29.98 in ,   10.0 mi ,WSW,   4.6 mph ,Clear
2/1/2018,4:53 PM,   71.1 °F ,   52.0 °F ,51%,   29.99 in ,   10.0 mi ,Calm,Calm,Clear
2/1/2018,5:53 PM,   64.0 °F ,   52.0 °F ,65%,   30.00 in ,   9.0 mi ,SSW,   3.5 mph ,Clear
2/1/2018,6:53 PM,   62.1 °F ,   53.1 °F ,72%,   30.02 in ,   7.0 mi ,South,   3.5 mph ,Clear
2/1/2018,7:53 PM,   60.1 °F ,   53.1 °F ,78%,   30.04 in ,   6.0 mi ,Calm,Calm,Haze
2/1/2018,8:53 PM,   57.9 °F ,   51.1 °F ,78%,   30.05 in ,   6.0 mi ,Calm,Calm,Haze
2/1/2018,9:53 PM,   55.9 °F ,   50.0 °F ,80%,   30.06 in ,   7.0 mi ,Calm,Calm,Clear
2/1/2018,10:53 PM,   57.9 °F ,   48.9 °F ,72%,   30.06 in ,   8.0 mi ,Calm,Calm,Clear
2/1/2018,11:53 PM,   57.0 °F ,   45.0 °F ,64%,   30.05 in ,   10.0 mi ,NW,   3.5 mph ,Clear
2/2/2018,12:53 AM,   54.0 °F ,   44.1 °F ,69%,   30.04 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,1:53 AM,   55.0 °F ,   45.0 °F ,69%,   30.04 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,2:53 AM,   54.0 °F ,   44.1 °F ,69%,   30.04 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,3:53 AM,   54.0 °F ,   43.0 °F ,66%,   30.04 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,4:53 AM,   53.1 °F ,   41.0 °F ,64%,   30.04 in ,   10.0 mi ,NNE,   3.5 mph ,Clear
2/2/2018,5:53 AM,   53.1 °F ,   39.9 °F ,61%,   30.06 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,6:53 AM,   55.9 °F ,   37.0 °F ,49%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,7:53 AM,   60.1 °F ,   41.0 °F ,49%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,8:53 AM,   70.0 °F ,   33.1 °F ,26%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,9:53 AM,   75.0 °F ,   28.0 °F ,18%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,10:53 AM,   79.0 °F ,   28.0 °F ,15%,   30.10 in ,   10.0 mi ,WNW,   3.5 mph ,Clear
2/2/2018,11:53 AM,   82.9 °F ,   27.0 °F ,13%,   30.06 in ,   10.0 mi ,West,   5.8 mph ,Clear
2/2/2018,12:53 PM,   82.0 °F ,   30.9 °F ,16%,   30.04 in ,   10.0 mi ,WSW,   8.1 mph ,Clear
2/2/2018,1:53 PM,   80.1 °F ,   25.0 °F ,13%,   30.02 in ,   10.0 mi ,WSW,   10.4 mph ,Clear
2/2/2018,2:53 PM,   79.0 °F ,   30.9 °F ,17%,   30.03 in ,   10.0 mi ,SW,   5.8 mph ,Clear
2/2/2018,3:53 PM,   77.0 °F ,   28.0 °F ,17%,   30.03 in ,   10.0 mi ,WSW,   6.9 mph ,Clear
2/2/2018,4:53 PM,   73.9 °F ,   39.0 °F ,28%,   30.04 in ,   10.0 mi ,WSW,   3.5 mph ,Clear
2/2/2018,5:53 PM,   69.1 °F ,   37.0 °F ,31%,   30.06 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,6:53 PM,   66.0 °F ,   39.0 °F ,37%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,7:53 PM,   64.0 °F ,   42.1 °F ,45%,   30.08 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,8:53 PM,   61.0 °F ,   41.0 °F ,48%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,9:53 PM,   61.0 °F ,   39.9 °F ,46%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,10:53 PM,   57.9 °F ,   37.9 °F ,47%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
2/2/2018,11:53 PM,   57.9 °F ,   35.1 °F ,42%,   30.08 in ,   10.0 mi ,Calm,Calm,Clear
2/3/2018,12:53 AM,   57.9 °F ,   36.0 °F ,44%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
2/3/2018,1:53 AM,   55.0 °F ,   35.1 °F ,47%,   30.06 in ,   10.0 mi ,Calm,Calm,Clear
2/3/2018,2:53 AM,   57.0 °F ,   34.0 °F ,42%,   30.06 in ,   10.0 mi ,Calm,Calm,Clear
2/3/2018,3:53 AM,   54.0 °F ,   33.1 °F ,45%,   30.05 in ,   10.0 mi ,Calm,Calm,Clear
2/3/2018,4:53 AM,   52.0 °F ,   34.0 °F ,50%,   30.06 in ,   10.0 mi ,Calm,Calm,Clear
2/3/2018,5:53 AM,   52.0 °F ,   34.0 °F ,50%,   30.08 in ,   10.0 mi ,Calm,Calm,Clear
2/3/2018,6:53 AM,   52.0 °F ,   33.1 °F ,49%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
2/3/2018,7:53 AM,   60.1 °F ,   35.1 °F ,39%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
2/3/2018,8:53 AM,   69.1 °F ,   33.1 °F ,26%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/3/2018,9:53 AM,   73.9 °F ,   33.1 °F ,22%,   30.12 in ,   10.0 mi ,NW,   3.5 mph ,Clear
2/3/2018,10:53 AM,   77.0 °F ,   30.0 °F ,18%,   30.12 in ,   10.0 mi ,Variable,   4.6 mph ,Clear
2/3/2018,11:53 AM,   79.0 °F ,   35.1 °F ,20%,   30.07 in ,   10.0 mi ,West,   8.1 mph ,Clear
2/3/2018,12:53 PM,   79.0 °F ,   32.0 °F ,18%,   30.03 in ,   10.0 mi ,WSW,   6.9 mph ,Clear
2/3/2018,1:53 PM,   80.1 °F ,   27.0 °F ,14%,   30.01 in ,   10.0 mi ,West,   9.2 mph ,Clear
2/3/2018,2:53 PM,   77.0 °F ,   30.9 °F ,19%,   30.00 in ,   10.0 mi ,WNW,   10.4 mph ,Clear
2/3/2018,3:53 PM,   75.0 °F ,   30.9 °F ,20%,   29.99 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
2/3/2018,4:53 PM,   72.0 °F ,   36.0 °F ,27%,   30.01 in ,   7.0 mi ,NW,   6.9 mph ,Clear
